,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
6530,Porto Alegre,90.0,3.0,2.0,2.0,,acept,not furnished,433.0,2780.0,116.0,41.0,3370.0
6531,São Paulo,380.0,4.0,1.0,2.0,-,not acept,not furnished,0.0,4000.0,386.0,61.0,
6532,São Paulo,174.0,3.0,4.0,2.0,2,acept,not furnished,1936.0,,390.0,77.0,8403.0
6533,São Paulo,128.0,4.0,5.0,1.0,-,acept,not furnished,0.0,6800.0,71.0,87.0,
6534,São Paulo,160.0,3.0,,4.0,2,acept,not furnished,2250.0,2100.0,480.0,27.0,4857.0
6535,Rio de Janeiro,168.0,3.0,2.0,0.0,1,acept,not furnished,1000.0,3700.0,417.0,48.0,5165.0
6536,Campinas,100.0,3.0,2.0,2.0,1,acept,,700.0,2200.0,105.0,28.0,3033.0
6537,Rio de Janeiro,69.0,2.0,1.0,1.0,9,acept,furnished,500.0,1370.0,56.0,18.0,
6538,Belo Horizonte,300.0,3.0,3.0,0.0,,acept,furnished,0.0,5000.0,0.0,,5082.0
6539,Belo Horizonte,163.0,,,0.0,14,acept,,1005.0,7500.0,22.0,100.0,8627.0
6540,São Paulo,86.0,3.0,1.0,1.0,5,acept,furnished,1000.0,2200.0,116.0,,3344.0
6541,São Paulo,236.0,,3.0,3.0,13,acept,not furnished,3070.0,,1015.0,21.0,5706.0
6542,,112.0,3.0,,0.0,,,not furnished,1344.0,,271.0,51.0,5566.0
6543,São Paulo,600.0,5.0,5.0,6.0,-,acept,not furnished,0.0,12750.0,1059.0,,14000.0
6544,Campinas,256.0,4.0,5.0,4.0,8,acept,not furnished,3900.0,3000.0,1167.0,39.0,8106.0
6545,São Paulo,220.0,3.0,4.0,2.0,-,not acept,not furnished,0.0,3500.0,276.0,53.0,3829.0
6546,São Paulo,257.0,4.0,,,,not acept,not furnished,5000.0,12000.0,1584.0,153.0,18740.0
6547,Belo Horizonte,75.0,3.0,1.0,1.0,4,acept,not furnished,,1500.0,,20.0,1866.0
6548,Rio de Janeiro,400.0,3.0,1.0,1.0,-,acept,,0.0,7650.0,666.0,117.0,8433.0
6549,São Paulo,560.0,4.0,6.0,5.0,-,acept,not furnished,0.0,6550.0,1700.0,99.0,8349.0
6550,São Paulo,220.0,4.0,,5.0,3,not acept,furnished,1700.0,4600.0,0.0,59.0,6359.0
6551,,70.0,1.0,1.0,1.0,4,acept,not furnished,1065.0,3500.0,255.0,46.0,4866.0
6552,Belo Horizonte,19.0,1.0,1.0,0.0,1,not acept,not furnished,0.0,1200.0,37.0,16.0,1253.0
6553,São Paulo,35.0,1.0,1.0,0.0,-,acept,not furnished,0.0,,11.0,14.0,925.0
6554,São Paulo,,1.0,1.0,1.0,4,,,740.0,,66.0,,3439.0
6555,São Paulo,40.0,1.0,1.0,0.0,12,not acept,furnished,370.0,3300.0,74.0,42.0,3786.0
6556,Porto Alegre,37.0,1.0,1.0,0.0,2,acept,not furnished,330.0,1500.0,,22.0,1919.0
6557,São Paulo,180.0,2.0,2.0,1.0,,acept,,3400.0,9000.0,,115.0,13000.0
6558,Rio de Janeiro,60.0,1.0,1.0,0.0,2,not acept,not furnished,600.0,2300.0,140.0,30.0,3070.0
6559,Rio de Janeiro,90.0,3.0,2.0,1.0,9,acept,not furnished,,2050.0,60.0,,2837.0
6560,São Paulo,208.0,4.0,2.0,4.0,-,acept,not furnished,0.0,4500.0,282.0,68.0,4850.0
6561,Rio de Janeiro,160.0,,2.0,1.0,11,acept,not furnished,1860.0,4700.0,275.0,61.0,6896.0
6562,Belo Horizonte,180.0,4.0,2.0,1.0,3,acept,furnished,,3610.0,248.0,49.0,4677.0
6563,Porto Alegre,150.0,4.0,3.0,0.0,-,acept,not furnished,0.0,3300.0,800.0,59.0,4159.0
6564,,75.0,2.0,1.0,1.0,-,acept,,0.0,1080.0,80.0,17.0,1177.0
6565,,,2.0,2.0,,4,acept,not furnished,1660.0,1039.0,350.0,14.0,3063.0
6566,São Paulo,,4.0,2.0,2.0,-,acept,not furnished,0.0,2900.0,50.0,44.0,2994.0
6567,,193.0,2.0,,4.0,7,,not furnished,,13000.0,1323.0,165.0,16440.0
6568,São Paulo,,1.0,1.0,0.0,22,acept,furnished,473.0,2300.0,39.0,30.0,2842.0
6569,São Paulo,45.0,1.0,1.0,1.0,5,acept,furnished,519.0,3850.0,209.0,49.0,
6570,São Paulo,116.0,3.0,4.0,2.0,4,acept,not furnished,1036.0,8000.0,584.0,102.0,9722.0
6571,São Paulo,67.0,2.0,,1.0,1,acept,furnished,650.0,2300.0,0.0,30.0,2980.0
6572,São Paulo,40.0,1.0,1.0,0.0,8,not acept,furnished,685.0,1920.0,117.0,25.0,
6573,São Paulo,140.0,2.0,3.0,1.0,-,acept,,0.0,3850.0,150.0,58.0,
6574,Campinas,,,1.0,1.0,7,acept,not furnished,248.0,980.0,77.0,13.0,1318.0
6575,São Paulo,350.0,3.0,4.0,6.0,-,acept,not furnished,0.0,,834.0,58.0,4742.0
6576,São Paulo,420.0,3.0,4.0,,-,,not furnished,,6000.0,417.0,,6508.0
6577,Porto Alegre,204.0,4.0,4.0,2.0,-,acept,not furnished,0.0,3440.0,100.0,62.0,3602.0
6578,,110.0,,2.0,1.0,-,acept,not furnished,,2200.0,192.0,34.0,2426.0
6579,São Paulo,645.0,5.0,8.0,,-,acept,not furnished,0.0,15000.0,2334.0,226.0,17560.0
6580,São Paulo,,4.0,5.0,5.0,3,acept,not furnished,3428.0,11000.0,2441.0,140.0,17010.0
6581,São Paulo,,2.0,1.0,0.0,,not acept,not furnished,1200.0,2400.0,0.0,31.0,3631.0
6582,São Paulo,50.0,2.0,1.0,0.0,-,acept,not furnished,0.0,1200.0,42.0,19.0,1261.0
6583,Rio de Janeiro,40.0,1.0,2.0,0.0,7,acept,not furnished,500.0,,53.0,24.0,2377.0
6584,Rio de Janeiro,60.0,2.0,1.0,0.0,1,acept,furnished,615.0,3000.0,84.0,39.0,3738.0
6585,Rio de Janeiro,30.0,1.0,,0.0,12,acept,not furnished,0.0,1000.0,50.0,13.0,1063.0
6586,Rio de Janeiro,,3.0,2.0,0.0,8,acept,,800.0,1615.0,124.0,12.0,2551.0
6587,Rio de Janeiro,78.0,3.0,3.0,1.0,2,acept,not furnished,930.0,2850.0,206.0,37.0,4023.0
6588,Belo Horizonte,140.0,4.0,2.0,2.0,1,acept,not furnished,1000.0,3500.0,413.0,47.0,4960.0
6589,Campinas,500.0,3.0,7.0,,14,,furnished,1890.0,7950.0,900.0,101.0,10840.0
6590,Porto Alegre,80.0,1.0,1.0,0.0,-,acept,not furnished,0.0,971.0,15.0,18.0,1004.0
6591,Porto Alegre,182.0,3.0,4.0,2.0,-,acept,,164.0,2900.0,74.0,52.0,3190.0
6592,São Paulo,90.0,,1.0,1.0,-,acept,not furnished,0.0,,19.0,42.0,2796.0
6593,,103.0,3.0,2.0,1.0,2,acept,not furnished,1133.0,1500.0,137.0,6.0,2776.0
6594,Porto Alegre,180.0,3.0,2.0,3.0,2,acept,furnished,0.0,5100.0,250.0,75.0,
6595,Belo Horizonte,32.0,1.0,1.0,0.0,-,not acept,furnished,550.0,1100.0,0.0,15.0,1665.0
6596,Campinas,52.0,1.0,1.0,1.0,6,acept,not furnished,360.0,750.0,46.0,10.0,1166.0
6597,Rio de Janeiro,75.0,4.0,1.0,0.0,2,acept,not furnished,800.0,2200.0,34.0,29.0,3063.0
6598,Belo Horizonte,290.0,4.0,5.0,4.0,-,acept,not furnished,0.0,6000.0,500.0,99.0,6599.0
6599,Rio de Janeiro,50.0,1.0,1.0,1.0,,acept,furnished,750.0,2000.0,0.0,10.0,2760.0
6600,São Paulo,550.0,5.0,6.0,4.0,,acept,not furnished,0.0,15000.0,1119.0,226.0,16350.0
6601,São Paulo,216.0,4.0,4.0,4.0,9,acept,not furnished,1710.0,2800.0,686.0,36.0,5232.0
6602,São Paulo,444.0,4.0,4.0,,-,acept,furnished,0.0,10000.0,584.0,151.0,10740.0
6603,Porto Alegre,69.0,3.0,2.0,1.0,5,acept,not furnished,395.0,1850.0,65.0,28.0,2338.0
6604,Belo Horizonte,76.0,2.0,1.0,2.0,3,not acept,furnished,205.0,2100.0,99.0,28.0,2432.0
6605,,180.0,3.0,5.0,3.0,,acept,not furnished,2900.0,8100.0,0.0,103.0,11100.0
6606,,445.0,,5.0,4.0,-,acept,furnished,3191.0,15000.0,1339.0,,19760.0
6607,São Paulo,156.0,3.0,4.0,3.0,8,acept,not furnished,,4200.0,305.0,54.0,6159.0
6608,São Paulo,35.0,1.0,1.0,0.0,-,acept,not furnished,0.0,1100.0,30.0,14.0,1144.0
6609,São Paulo,,3.0,4.0,3.0,7,acept,not furnished,1413.0,2400.0,597.0,31.0,4441.0
6610,Porto Alegre,92.0,,2.0,1.0,4,acept,furnished,720.0,3200.0,75.0,47.0,4042.0
6611,São Paulo,200.0,3.0,2.0,4.0,-,acept,not furnished,0.0,8500.0,407.0,128.0,9035.0
6612,São Paulo,50.0,,1.0,1.0,13,,not furnished,650.0,1300.0,4.0,17.0,1971.0
6613,Belo Horizonte,50.0,2.0,1.0,0.0,-,not acept,not furnished,0.0,850.0,25.0,14.0,889.0
6614,São Paulo,155.0,3.0,3.0,2.0,2,acept,furnished,2300.0,12000.0,700.0,153.0,15150.0
6615,,1000.0,5.0,4.0,3.0,15,acept,not furnished,1255.0,7000.0,634.0,94.0,8983.0
6616,Rio de Janeiro,42.0,1.0,1.0,0.0,8,not acept,furnished,900.0,1920.0,34.0,25.0,2879.0
6617,São Paulo,58.0,2.0,1.0,0.0,13,acept,not furnished,389.0,1480.0,52.0,19.0,1940.0
6618,São Paulo,35.0,1.0,1.0,1.0,6,not acept,furnished,,3365.0,153.0,43.0,4142.0
6619,,27.0,1.0,1.0,,1,not acept,not furnished,0.0,,334.0,16.0,
6620,Belo Horizonte,16.0,1.0,1.0,0.0,1,,not furnished,0.0,650.0,,9.0,
6621,Belo Horizonte,94.0,3.0,2.0,1.0,1,not acept,furnished,450.0,1900.0,125.0,26.0,
6622,,83.0,3.0,2.0,,,acept,not furnished,750.0,2500.0,101.0,37.0,3388.0
6623,Belo Horizonte,360.0,5.0,4.0,4.0,-,acept,not furnished,0.0,9000.0,600.0,148.0,9748.0
6624,Belo Horizonte,360.0,5.0,2.0,2.0,1,acept,not furnished,550.0,4600.0,436.0,62.0,5648.0
6625,Campinas,430.0,4.0,5.0,5.0,-,acept,not furnished,0.0,,474.0,196.0,13670.0
6626,Belo Horizonte,29.0,1.0,1.0,0.0,1,acept,not furnished,0.0,1100.0,8.0,15.0,1123.0
6627,Rio de Janeiro,120.0,3.0,2.0,0.0,6,acept,not furnished,650.0,,105.0,33.0,3278.0
6628,São Paulo,50.0,,1.0,1.0,6,acept,not furnished,,4500.0,251.0,58.0,6014.0
6629,,60.0,,1.0,0.0,-,acept,not furnished,0.0,,42.0,12.0,704.0
6630,São Paulo,,2.0,2.0,0.0,-,,not furnished,0.0,1630.0,84.0,25.0,1739.0
6631,Rio de Janeiro,250.0,,2.0,2.0,-,acept,not furnished,0.0,12000.0,542.0,183.0,12730.0
6632,,200.0,3.0,2.0,2.0,-,acept,,,4700.0,184.0,71.0,4955.0
6633,Rio de Janeiro,70.0,2.0,1.0,1.0,9,acept,not furnished,650.0,2500.0,105.0,33.0,3288.0
6634,São Paulo,48.0,1.0,,0.0,-,not acept,not furnished,0.0,1100.0,9.0,17.0,1126.0
6635,São Paulo,70.0,2.0,1.0,1.0,2,not acept,not furnished,794.0,2500.0,14.0,32.0,3340.0
6636,,,,2.0,,6,acept,furnished,1072.0,5000.0,196.0,64.0,6332.0
6637,São Paulo,90.0,2.0,1.0,0.0,1,not acept,not furnished,500.0,2700.0,25.0,35.0,3260.0
6638,Porto Alegre,45.0,1.0,1.0,0.0,1,acept,not furnished,50.0,640.0,84.0,10.0,784.0
6639,,80.0,2.0,,2.0,-,not acept,not furnished,0.0,,390.0,55.0,4045.0
6640,São Paulo,106.0,3.0,2.0,2.0,6,acept,,1400.0,5520.0,275.0,70.0,7265.0
6641,Belo Horizonte,45.0,2.0,1.0,,3,,not furnished,286.0,850.0,63.0,12.0,1211.0
6642,São Paulo,315.0,4.0,,2.0,14,acept,not furnished,3500.0,7450.0,0.0,,11050.0
6643,,,3.0,5.0,0.0,16,acept,not furnished,3693.0,12000.0,1421.0,153.0,17270.0
6644,Belo Horizonte,230.0,4.0,3.0,2.0,8,acept,,1900.0,5500.0,,,7522.0
6645,São Paulo,42.0,,2.0,1.0,6,not acept,,690.0,2500.0,313700.0,,316900.0
6646,Rio de Janeiro,152.0,2.0,2.0,1.0,3,acept,not furnished,1100.0,1500.0,342.0,20.0,2962.0
6647,Campinas,75.0,3.0,,2.0,3,,not furnished,599.0,1300.0,,17.0,1990.0
6648,São Paulo,94.0,3.0,2.0,2.0,3,acept,not furnished,1000.0,2000.0,42.0,26.0,3068.0
6649,Rio de Janeiro,70.0,2.0,2.0,0.0,5,,not furnished,410.0,2100.0,13.0,,
6650,São Paulo,59.0,2.0,1.0,0.0,15,acept,not furnished,542.0,,0.0,23.0,2315.0
6651,São Paulo,380.0,,3.0,2.0,12,not acept,,5500.0,15000.0,1000.0,191.0,21690.0
6652,São Paulo,217.0,4.0,4.0,3.0,1,acept,not furnished,3800.0,,1417.0,63.0,10190.0
6653,São Paulo,110.0,2.0,1.0,1.0,2,,not furnished,,2800.0,137.0,36.0,4173.0
6654,Campinas,,1.0,1.0,0.0,8,acept,not furnished,300.0,,70.0,7.0,927.0
6655,São Paulo,310.0,4.0,5.0,5.0,6,acept,furnished,3800.0,12000.0,2709.0,153.0,18660.0
6656,São Paulo,400.0,3.0,4.0,2.0,-,acept,not furnished,,3150.0,0.0,48.0,3198.0
6657,Porto Alegre,55.0,,1.0,,,acept,not furnished,250.0,1500.0,83.0,22.0,1855.0
6658,São Paulo,320.0,3.0,5.0,0.0,10,not acept,not furnished,4778.0,,2417.0,77.0,13270.0
6659,Campinas,75.0,3.0,2.0,2.0,13,not acept,not furnished,,1600.0,75.0,21.0,2396.0
6660,Belo Horizonte,235.0,4.0,5.0,3.0,6,acept,not furnished,,3300.0,496.0,44.0,
6661,Belo Horizonte,434.0,5.0,6.0,0.0,10,not acept,furnished,2629.0,11000.0,,,15970.0
6662,São Paulo,,4.0,4.0,2.0,3,not acept,not furnished,2700.0,7000.0,275.0,89.0,10060.0
6663,São Paulo,108.0,3.0,2.0,,5,acept,not furnished,1100.0,4348.0,250.0,56.0,5754.0
6664,São Paulo,280.0,,5.0,2.0,,acept,furnished,,12750.0,,162.0,
6665,Rio de Janeiro,55.0,2.0,1.0,1.0,3,acept,not furnished,670.0,680.0,125.0,9.0,1484.0
6666,Rio de Janeiro,60.0,2.0,1.0,1.0,1,not acept,,800.0,1500.0,55.0,,2375.0
6667,São Paulo,,4.0,4.0,3.0,4,not acept,not furnished,3500.0,10000.0,1200.0,127.0,14830.0
6668,Belo Horizonte,58.0,2.0,1.0,1.0,,acept,,200.0,900.0,0.0,12.0,1112.0
6669,São Paulo,178.0,4.0,3.0,2.0,5,acept,,1700.0,6700.0,660.0,85.0,9145.0
6670,Porto Alegre,40.0,1.0,1.0,0.0,2,,furnished,120.0,1150.0,35.0,17.0,1322.0
6671,Campinas,205.0,3.0,2.0,4.0,-,acept,not furnished,0.0,2490.0,57.0,38.0,2585.0
6672,São Paulo,112.0,3.0,2.0,3.0,3,,not furnished,1251.0,2500.0,332.0,32.0,4115.0
6673,Belo Horizonte,300.0,4.0,4.0,3.0,13,acept,,1850.0,15000.0,1100.0,,18150.0
6674,São Paulo,140.0,3.0,3.0,2.0,-,acept,not furnished,0.0,5000.0,300.0,76.0,
6675,Belo Horizonte,113.0,2.0,2.0,2.0,4,acept,not furnished,330.0,2600.0,116.0,35.0,3081.0
6676,Belo Horizonte,96.0,3.0,2.0,2.0,1,not acept,not furnished,450.0,1400.0,120.0,19.0,
6677,São Paulo,55.0,1.0,2.0,,4,acept,furnished,550.0,3500.0,0.0,45.0,
6678,São Paulo,180.0,2.0,3.0,3.0,7,acept,,3300.0,7600.0,1025.0,54.0,
6679,São Paulo,,7.0,3.0,4.0,-,acept,not furnished,0.0,6000.0,834.0,91.0,6925.0
6680,São Paulo,80.0,3.0,4.0,1.0,-,acept,not furnished,0.0,3000.0,0.0,46.0,3046.0
6681,Belo Horizonte,230.0,5.0,3.0,,3,acept,not furnished,500.0,2200.0,249.0,30.0,2979.0
6682,Belo Horizonte,127.0,3.0,,3.0,1,,not furnished,750.0,3000.0,317.0,40.0,4107.0
6683,Belo Horizonte,156.0,,4.0,,7,acept,not furnished,900.0,,369.0,87.0,
6684,São Paulo,65.0,2.0,1.0,2.0,21,acept,not furnished,1111.0,,,51.0,5395.0
6685,São Paulo,88.0,2.0,2.0,,8,acept,furnished,1000.0,4500.0,134.0,58.0,5692.0
6686,Porto Alegre,107.0,,2.0,1.0,-,,not furnished,0.0,2000.0,42.0,36.0,2078.0
6687,,60.0,2.0,1.0,1.0,2,acept,,,1200.0,55.0,16.0,1821.0
6688,Porto Alegre,,1.0,1.0,0.0,1,,not furnished,230.0,550.0,9.0,9.0,798.0
6689,Porto Alegre,243.0,3.0,5.0,1.0,2,acept,not furnished,1788.0,5556.0,,82.0,8093.0
6690,São Paulo,30.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,850.0,,,930.0
6691,Campinas,45.0,1.0,1.0,1.0,4,acept,not furnished,700.0,,46.0,12.0,
6692,Rio de Janeiro,130.0,3.0,2.0,2.0,-,,not furnished,0.0,3000.0,,46.0,3213.0
6693,Porto Alegre,80.0,,2.0,,3,acept,furnished,300.0,2800.0,0.0,41.0,3141.0
6694,São Paulo,98.0,2.0,2.0,1.0,13,acept,not furnished,1055.0,2166.0,384.0,28.0,3633.0
6695,,,,1.0,0.0,-,not acept,furnished,0.0,1200.0,83.0,16.0,1299.0
6696,Rio de Janeiro,57.0,2.0,2.0,,9,acept,not furnished,1080.0,,281.0,24.0,3185.0
6697,Porto Alegre,180.0,4.0,2.0,2.0,3,acept,not furnished,1000.0,2400.0,109.0,36.0,3545.0
6698,São Paulo,200.0,4.0,4.0,3.0,5,acept,,2715.0,7000.0,834.0,89.0,10640.0
6699,Rio de Janeiro,70.0,2.0,2.0,1.0,-,acept,not furnished,200.0,1900.0,55.0,29.0,2184.0
6700,São Paulo,350.0,2.0,,,-,acept,not furnished,0.0,2500.0,209.0,38.0,2747.0
6701,,64.0,2.0,1.0,0.0,4,not acept,furnished,250.0,1700.0,9.0,25.0,1984.0
6702,,40.0,1.0,1.0,,-,not acept,,,750.0,,14.0,764.0
6703,Belo Horizonte,73.0,1.0,1.0,0.0,4,acept,not furnished,,700.0,0.0,10.0,710.0
6704,São Paulo,200.0,3.0,3.0,2.0,8,acept,not furnished,2500.0,12000.0,834.0,153.0,15490.0
6705,São Paulo,36.0,1.0,1.0,1.0,4,acept,furnished,719.0,1990.0,119.0,26.0,2854.0
6706,Campinas,63.0,,,0.0,-,acept,not furnished,400.0,,26.0,11.0,1287.0
6707,São Paulo,85.0,2.0,1.0,1.0,6,acept,not furnished,750.0,3500.0,105.0,45.0,4400.0
6708,São Paulo,198.0,5.0,5.0,2.0,1,acept,not furnished,1500.0,3801.0,554.0,,5904.0
6709,,70.0,,1.0,,1,acept,not furnished,315.0,940.0,64.0,12.0,1331.0
6710,Belo Horizonte,60.0,2.0,1.0,1.0,12,not acept,not furnished,285.0,1000.0,20.0,,1319.0
6711,Belo Horizonte,90.0,4.0,3.0,,2,acept,,150.0,950.0,83.0,13.0,1196.0
6712,Porto Alegre,,2.0,1.0,0.0,9,acept,,380.0,1800.0,91.0,27.0,2298.0
6713,São Paulo,103.0,3.0,2.0,2.0,6,acept,not furnished,1150.0,3000.0,459.0,39.0,4648.0
6714,São Paulo,160.0,,3.0,0.0,,acept,not furnished,0.0,4300.0,124.0,,4489.0
6715,Rio de Janeiro,,3.0,,1.0,8,acept,furnished,1600.0,4000.0,,52.0,5836.0
6716,São Paulo,50.0,2.0,1.0,1.0,17,,not furnished,465.0,1000.0,0.0,13.0,1478.0
6717,São Paulo,55.0,2.0,1.0,1.0,4,acept,not furnished,671.0,1100.0,0.0,14.0,1785.0
6718,,80.0,2.0,2.0,0.0,9,not acept,not furnished,600.0,,46.0,33.0,3229.0
6719,São Paulo,50.0,1.0,1.0,0.0,-,acept,,0.0,690.0,0.0,11.0,701.0
6720,Rio de Janeiro,25.0,1.0,1.0,0.0,3,not acept,,328.0,1900.0,0.0,,2253.0
6721,São Paulo,120.0,2.0,2.0,2.0,-,acept,not furnished,100.0,5500.0,158.0,83.0,5841.0
6722,São Paulo,127.0,3.0,3.0,2.0,1,acept,not furnished,804.0,,257.0,49.0,4910.0
6723,São Paulo,98.0,3.0,2.0,1.0,9,,,1350.0,5500.0,200.0,70.0,7120.0
6724,São Paulo,65.0,,1.0,0.0,1,not acept,furnished,550.0,3050.0,25.0,39.0,3664.0
6725,Rio de Janeiro,86.0,2.0,2.0,2.0,2,acept,not furnished,700.0,1200.0,8.0,16.0,1924.0
6726,Porto Alegre,200.0,4.0,3.0,0.0,-,not acept,not furnished,0.0,15000.0,834.0,,16100.0
6727,São Paulo,,4.0,5.0,5.0,20,acept,not furnished,4900.0,10000.0,1666.0,127.0,
6728,São Paulo,65.0,2.0,1.0,1.0,2,acept,not furnished,330.0,1410.0,74.0,18.0,1832.0
6729,,93.0,1.0,3.0,1.0,4,not acept,not furnished,1040.0,3500.0,33.0,45.0,4618.0
6730,São Paulo,187.0,4.0,5.0,3.0,5,acept,not furnished,3912.0,5300.0,1424.0,68.0,10700.0
6731,,616.0,5.0,5.0,6.0,-,,not furnished,0.0,12500.0,1103.0,205.0,13810.0
6732,Rio de Janeiro,86.0,2.0,2.0,2.0,2,acept,not furnished,,1200.0,8.0,16.0,1924.0
6733,São Paulo,,2.0,2.0,1.0,4,acept,not furnished,707.0,4396.0,153.0,56.0,5312.0
6734,Rio de Janeiro,100.0,2.0,2.0,,21,,not furnished,,2000.0,13.0,26.0,3269.0
6735,São Paulo,285.0,4.0,4.0,4.0,9,acept,not furnished,2750.0,8000.0,1750.0,102.0,12600.0
6736,São Paulo,52.0,2.0,1.0,1.0,8,acept,not furnished,760.0,3000.0,145.0,39.0,3944.0
6737,São Paulo,39.0,1.0,1.0,0.0,10,acept,furnished,300.0,,0.0,,2326.0
6738,Porto Alegre,42.0,1.0,2.0,1.0,2,acept,not furnished,217.0,1800.0,42.0,27.0,2086.0
6739,Rio de Janeiro,30.0,1.0,1.0,0.0,10,,furnished,340.0,1386.0,34.0,18.0,1778.0
6740,Rio de Janeiro,70.0,2.0,1.0,1.0,7,acept,not furnished,729.0,900.0,122.0,12.0,1763.0
6741,São Paulo,60.0,1.0,1.0,0.0,2,acept,not furnished,70.0,1200.0,50.0,,1336.0
6742,São Paulo,90.0,2.0,2.0,,7,,not furnished,1630.0,3040.0,322.0,39.0,5031.0
6743,,61.0,2.0,1.0,0.0,2,acept,not furnished,380.0,850.0,30.0,13.0,1273.0
6744,Porto Alegre,50.0,1.0,1.0,,8,,not furnished,320.0,,25.0,12.0,1137.0
6745,Campinas,48.0,2.0,1.0,,,,not furnished,380.0,1545.0,49.0,20.0,1994.0
6746,São Paulo,27.0,1.0,,0.0,5,not acept,not furnished,1405.0,3500.0,1.0,45.0,4951.0
6747,,100.0,3.0,3.0,,4,acept,,1300.0,2600.0,300.0,35.0,4235.0
6748,,155.0,2.0,1.0,1.0,2,acept,not furnished,1700.0,4500.0,510.0,58.0,6768.0
6749,São Paulo,230.0,4.0,,0.0,-,,,0.0,7600.0,300.0,115.0,
6750,Campinas,47.0,,1.0,,8,acept,not furnished,560.0,1100.0,46.0,14.0,1720.0
6751,,55.0,2.0,1.0,1.0,-,acept,not furnished,400.0,730.0,24.0,10.0,1164.0
6752,Campinas,60.0,1.0,,1.0,8,acept,not furnished,340.0,,1.0,14.0,1455.0
6753,Belo Horizonte,380.0,5.0,6.0,2.0,-,acept,,0.0,4500.0,125.0,74.0,4699.0
6754,São Paulo,180.0,3.0,2.0,,-,not acept,furnished,0.0,11000.0,,166.0,11830.0
6755,Porto Alegre,196.0,3.0,4.0,,7,acept,furnished,2000.0,4600.0,325.0,68.0,6993.0
6756,,70.0,2.0,1.0,0.0,-,acept,not furnished,350.0,1300.0,42.0,19.0,1711.0
6757,São Paulo,227.0,4.0,,3.0,10,acept,furnished,4000.0,10000.0,1700.0,127.0,15830.0
6758,São Paulo,60.0,2.0,1.0,,,acept,furnished,620.0,2650.0,63.0,34.0,3367.0
6759,Porto Alegre,63.0,2.0,2.0,1.0,8,acept,not furnished,500.0,1960.0,6.0,,2495.0
6760,São Paulo,150.0,3.0,3.0,2.0,7,acept,not furnished,1300.0,3400.0,,44.0,
6761,Campinas,144.0,4.0,3.0,2.0,13,acept,not furnished,1357.0,1750.0,210.0,23.0,3340.0
6762,Rio de Janeiro,200.0,2.0,1.0,0.0,,acept,,,3000.0,0.0,46.0,3046.0
6763,São Paulo,34.0,2.0,,,10,acept,not furnished,300.0,2200.0,15.0,28.0,2543.0
6764,São Paulo,74.0,2.0,3.0,2.0,24,,not furnished,450.0,,40.0,41.0,3731.0
6765,Porto Alegre,73.0,3.0,1.0,0.0,,acept,not furnished,415.0,1800.0,,27.0,2286.0
6766,São Paulo,368.0,4.0,5.0,6.0,1,not acept,not furnished,4384.0,8500.0,2037.0,108.0,
6767,Rio de Janeiro,160.0,3.0,2.0,1.0,7,acept,not furnished,2305.0,2300.0,205.0,30.0,4840.0
6768,Belo Horizonte,120.0,4.0,,2.0,4,acept,,0.0,3250.0,0.0,44.0,3294.0
6769,Belo Horizonte,180.0,4.0,3.0,4.0,6,not acept,not furnished,1633.0,12000.0,695.0,160.0,14490.0
6770,Belo Horizonte,290.0,3.0,3.0,,-,acept,not furnished,0.0,6000.0,276.0,,6375.0
6771,São Paulo,225.0,4.0,3.0,2.0,-,acept,,0.0,,132.0,61.0,4188.0
6772,,60.0,3.0,1.0,1.0,,,not furnished,450.0,1087.0,67.0,14.0,1618.0
6773,São Paulo,35.0,1.0,1.0,,1,not acept,not furnished,250.0,1305.0,0.0,17.0,1572.0
6774,São Paulo,95.0,3.0,,1.0,11,acept,not furnished,1334.0,6500.0,280.0,83.0,8197.0
6775,Belo Horizonte,260.0,4.0,4.0,0.0,5,acept,not furnished,562.0,,241.0,87.0,7390.0
6776,,260.0,4.0,4.0,4.0,8,acept,not furnished,3150.0,10000.0,1163.0,127.0,14440.0
6777,Rio de Janeiro,350.0,3.0,2.0,3.0,-,acept,not furnished,0.0,15000.0,834.0,229.0,16060.0
6778,São Paulo,500.0,4.0,4.0,0.0,,acept,not furnished,0.0,6000.0,467.0,91.0,6558.0
6779,Porto Alegre,42.0,1.0,1.0,1.0,,acept,not furnished,255.0,2198.0,,33.0,
6780,São Paulo,80.0,2.0,1.0,1.0,2,acept,furnished,1600.0,3500.0,188.0,45.0,5333.0
6781,São Paulo,100.0,5.0,,2.0,-,not acept,not furnished,0.0,,382.0,68.0,4950.0
6782,,,2.0,2.0,2.0,9,acept,not furnished,1090.0,2300.0,109.0,30.0,3529.0
6783,São Paulo,70.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,1520.0,125.0,23.0,1668.0
6784,São Paulo,12.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,950.0,50.0,13.0,1013.0
6785,São Paulo,62.0,1.0,,1.0,-,not acept,not furnished,0.0,1300.0,9.0,20.0,1329.0
6786,São Paulo,90.0,2.0,1.0,1.0,1,acept,not furnished,800.0,1600.0,84.0,21.0,2505.0
